img_id,imgSize,bbox_coord,bbox_area,bbox_category,num_box
10298.png,"(1622, 626)","[[606, 229, 15, 13], [606, 229, 15, 13]]","[195, 195]","[5, 5]",2
10302.png,"(1622, 626)","[[634, 459, 8, 9], [633, 459, 10, 8]]","[72, 80]","[1, 1]",2
10310.png,"(1622, 626)","[[769, 275, 9, 9]]",[81],[2],1
10315.png,"(1622, 626)","[[1004, 360, 40, 37], [1001, 358, 43, 38], [1001, 358, 43, 40]]","[1480, 1634, 1720]","[6, 6, 6]",3
10317.png,"(1622, 626)","[[837, 418, 10, 11], [837, 418, 11, 11]]","[110, 121]","[1, 1]",2
10319.png,"(1622, 626)","[[827, 372, 9, 9], [816, 369, 8, 8]]","[81, 64]","[6, 6]",2
10320.png,"(1622, 626)","[[692, 331, 10, 10], [693, 313, 9, 10], [693, 333, 9, 9], [693, 313, 9, 9]]","[100, 90, 81, 81]","[2, 2, 2, 2]",4
10321.png,"(1622, 626)","[[558, 348, 18, 19], [558, 368, 18, 18]]","[342, 324]","[1, 7]",2
10332.png,"(1622, 626)","[[429, 212, 94, 85]]",[7990],[2],1
10338.png,"(1622, 626)","[[710, 330, 16, 14], [711, 330, 14, 12]]","[224, 168]","[6, 6]",2
10340.png,"(1622, 626)","[[437, 227, 13, 13], [438, 241, 13, 12]]","[169, 156]","[1, 7]",2
10341.png,"(1622, 626)","[[379, 253, 17, 14], [378, 269, 16, 14], [379, 253, 17, 15], [378, 269, 16, 15]]","[238, 224, 255, 240]","[1, 7, 1, 7]",4
10342.png,"(1622, 626)","[[672, 332, 50, 50], [709, 375, 9, 8], [493, 336, 7, 7], [493, 344, 7, 7], [634, 350, 6, 6], [674, 335, 47, 47], [710, 375, 8, 7], [493, 337, 7, 7], [492, 345, 7, 6], [673, 331, 50, 52], [493, 336, 7, 6], [493, 344, 7, 6]]","[2500, 72, 49, 49, 36, 2209, 56, 49, 42, 2600, 42, 42]","[7, 2, 1, 7, 2, 7, 2, 1, 7, 7, 1, 7]",12
10343.png,"(1622, 626)","[[655, 249, 12, 11], [656, 262, 12, 10]]","[132, 120]","[1, 7]",2
10346.png,"(1622, 626)","[[1234, 375, 30, 24], [1237, 375, 27, 24], [1233, 372, 35, 28], [1236, 375, 29, 25]]","[720, 648, 980, 725]","[6, 6, 6, 6]",4
10347.png,"(1622, 626)","[[803, 344, 18, 15], [803, 342, 19, 18]]","[270, 342]","[6, 6]",2
10350.png,"(1622, 626)","[[536, 476, 9, 7], [536, 476, 7, 6]]","[63, 42]","[6, 6]",2
10351.png,"(1622, 626)","[[845, 326, 8, 7], [846, 326, 7, 7]]","[56, 49]","[1, 1]",2
10354.png,"(1622, 626)","[[834, 263, 17, 15], [834, 263, 17, 15]]","[255, 255]","[6, 6]",2
10357.png,"(1622, 626)","[[823, 211, 10, 8], [822, 210, 13, 10]]","[80, 130]","[6, 6]",2
10360.png,"(1622, 626)","[[774, 100, 28, 28], [154, 1, 74, 24]]","[784, 1776]","[2, 7]",2
10362.png,"(1622, 626)","[[561, 285, 10, 10], [560, 305, 11, 10], [524, 303, 10, 9], [524, 303, 9, 9], [561, 306, 10, 9], [561, 285, 10, 10]]","[100, 110, 90, 81, 90, 100]","[5, 4, 2, 2, 4, 5]",6
10363.png,"(1622, 626)","[[802, 383, 12, 10], [584, 348, 19, 17], [802, 384, 13, 9], [583, 348, 21, 19], [585, 349, 19, 16], [802, 383, 11, 10]]","[120, 323, 117, 399, 304, 110]","[6, 1, 6, 1, 1, 6]",6
10364.png,"(1622, 626)","[[976, 378, 19, 17], [1220, 323, 20, 36]]","[323, 720]","[2, 2]",2
10366.png,"(1622, 626)","[[684, 444, 10, 9]]",[90],[6],1
10369.png,"(1622, 626)","[[1269, 54, 19, 16], [1266, 71, 20, 15], [1364, 79, 7, 5], [1363, 84, 6, 4], [1269, 54, 21, 16], [1267, 71, 19, 16]]","[304, 300, 35, 24, 336, 304]","[1, 7, 1, 7, 1, 7]",6
10371.png,"(1622, 626)","[[775, 409, 19, 20]]",[380],[1],1
10372.png,"(1622, 626)","[[1145, 191, 38, 30], [1146, 191, 35, 30], [1146, 191, 34, 30], [1147, 192, 33, 29]]","[1140, 1050, 1020, 957]","[2, 2, 2, 2]",4
10374.png,"(1622, 626)","[[800, 460, 23, 22], [801, 461, 22, 20]]","[506, 440]","[6, 6]",2
10376.png,"(1622, 626)","[[573, 320, 15, 14], [574, 336, 14, 13], [574, 335, 15, 14], [572, 320, 17, 15]]","[210, 182, 210, 255]","[4, 2, 2, 5]",4
10378.png,"(1622, 626)","[[619, 458, 21, 18]]",[378],[6],1
10380.png,"(1622, 626)","[[1219, 417, 27, 21], [1220, 418, 26, 20], [1221, 417, 25, 19], [1218, 417, 27, 20]]","[567, 520, 475, 540]","[6, 6, 6, 6]",4
10386.png,"(1622, 626)","[[585, 267, 6, 5]]",[30],[2],1
10389.png,"(1622, 626)","[[551, 194, 26, 27], [552, 223, 27, 26], [552, 194, 25, 27], [553, 223, 27, 26]]","[702, 702, 675, 702]","[1, 7, 1, 7]",4
10394.png,"(1622, 626)","[[799, 227, 12, 11], [187, 182, 36, 35], [188, 217, 38, 37]]","[132, 1260, 1406]","[6, 1, 7]",3
10406.png,"(1622, 626)","[[855, 412, 12, 13], [425, 433, 11, 14], [425, 433, 10, 14], [855, 412, 12, 12]]","[156, 154, 140, 144]","[1, 5, 5, 1]",4
10407.png,"(1622, 626)","[[704, 170, 20, 20], [349, 182, 35, 34]]","[400, 1190]","[5, 5]",2
10409.png,"(1622, 626)","[[273, 272, 16, 14], [272, 289, 18, 17], [626, 320, 11, 11], [649, 316, 10, 9], [737, 329, 10, 10], [737, 341, 10, 8]]","[224, 306, 121, 90, 100, 80]","[1, 7, 5, 2, 2, 6]",6
10420.png,"(1622, 626)","[[937, 450, 9, 10], [936, 452, 9, 8]]","[90, 72]","[6, 6]",2
10424.png,"(1622, 626)","[[699, 117, 26, 28], [699, 118, 26, 27], [699, 118, 26, 27], [699, 117, 26, 28]]","[728, 702, 702, 728]","[5, 5, 5, 5]",4
10435.png,"(1622, 626)","[[883, 290, 25, 28]]",[700],[2],1
10438.png,"(1622, 626)","[[607, 417, 6, 6], [607, 410, 7, 6]]","[36, 42]","[6, 6]",2
10439.png,"(1622, 626)","[[706, 322, 7, 6], [706, 321, 7, 8], [705, 321, 8, 8]]","[42, 56, 64]","[6, 6, 6]",3
10441.png,"(1622, 626)","[[428, 203, 9, 8], [429, 212, 9, 9], [428, 202, 10, 9], [429, 211, 10, 10]]","[72, 81, 90, 100]","[1, 7, 1, 7]",4
10445.png,"(1622, 626)","[[1107, 354, 48, 36]]",[1728],[6],1
10446.png,"(1622, 626)","[[465, 117, 6, 5], [467, 124, 6, 6], [328, 96, 11, 10], [465, 117, 6, 6], [466, 124, 6, 7]]","[30, 36, 110, 36, 42]","[1, 7, 3, 1, 7]",5
10450.png,"(1622, 626)","[[1083, 147, 34, 46], [1128, 155, 32, 44], [1172, 164, 29, 43], [1080, 145, 37, 49], [1127, 151, 36, 47], [1168, 159, 34, 47], [1083, 147, 34, 46], [1128, 155, 32, 44], [1170, 163, 31, 43], [1080, 148, 37, 45], [1128, 154, 33, 46], [1172, 164, 28, 43]]","[1564, 1408, 1247, 1813, 1692, 1598, 1564, 1408, 1333, 1665, 1518, 1204]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",12
10453.png,"(1622, 626)","[[511, 451, 11, 10], [511, 451, 11, 11], [510, 451, 12, 11]]","[110, 121, 132]","[6, 6, 6]",3
10458.png,"(1622, 626)","[[671, 493, 11, 13]]",[143],[6],1
10460.png,"(1622, 626)","[[493, 349, 8, 8], [493, 358, 8, 8], [494, 368, 9, 7], [602, 362, 7, 7], [602, 371, 7, 8], [693, 343, 6, 5], [702, 342, 6, 6], [710, 342, 6, 6], [801, 360, 7, 7], [802, 368, 6, 6], [823, 369, 5, 5]]","[64, 64, 63, 49, 56, 30, 36, 36, 49, 36, 25]","[2, 5, 6, 1, 7, 5, 5, 5, 2, 3, 6]",11
10464.png,"(1622, 626)","[[1102, 369, 26, 32], [1137, 370, 26, 33], [1171, 375, 26, 32]]","[832, 858, 832]","[4, 4, 4]",3
10465.png,"(1622, 626)","[[734, 344, 31, 33], [735, 345, 29, 30]]","[1023, 870]","[1, 1]",2
10466.png,"(1622, 626)","[[577, 458, 15, 13], [577, 456, 17, 15], [578, 456, 16, 14]]","[195, 255, 224]","[6, 6, 6]",3
10471.png,"(1622, 626)","[[831, 465, 39, 40], [596, 474, 11, 10], [832, 465, 36, 37], [596, 475, 9, 8]]","[1560, 110, 1332, 72]","[6, 6, 6, 6]",4
10477.png,"(1622, 626)","[[801, 314, 8, 9], [801, 298, 8, 9], [802, 315, 7, 7], [802, 298, 7, 7]]","[72, 72, 49, 49]","[2, 2, 2, 2]",4
10478.png,"(1622, 626)","[[800, 315, 11, 9]]",[99],[6],1
10481.png,"(1622, 626)","[[789, 212, 15, 13]]",[195],[6],1
10483.png,"(1622, 626)","[[537, 476, 6, 6]]",[36],[6],1
10484.png,"(1622, 626)","[[561, 247, 17, 17]]",[289],[2],1
10487.png,"(1622, 626)","[[677, 412, 6, 6], [676, 419, 7, 6], [676, 419, 7, 7], [677, 411, 7, 7], [677, 419, 6, 6], [677, 411, 7, 7], [1081, 362, 44, 51], [677, 419, 6, 7], [677, 412, 7, 6]]","[36, 42, 49, 49, 36, 49, 2244, 42, 42]","[2, 5, 5, 2, 5, 2, 6, 5, 2]",9
10488.png,"(1622, 626)","[[1410, 177, 123, 124]]",[15252],[7],1
10492.png,"(1622, 626)","[[507, 246, 5, 6]]",[30],[6],1
10494.png,"(1622, 626)","[[1096, 525, 26, 22], [1001, 543, 5, 6], [1095, 525, 26, 21], [999, 543, 7, 7], [1096, 524, 25, 23]]","[572, 30, 546, 49, 575]","[6, 6, 6, 6, 6]",5
10502.png,"(1622, 626)","[[824, 212, 8, 9], [824, 212, 8, 8]]","[72, 64]","[2, 2]",2
10503.png,"(1622, 626)","[[552, 277, 16, 16]]",[256],[5],1
10504.png,"(1622, 626)","[[1040, 361, 30, 25], [1034, 335, 34, 25], [1032, 307, 35, 26], [867, 375, 9, 9], [778, 378, 2, 2], [777, 381, 3, 2]]","[750, 850, 910, 81, 4, 6]","[6, 6, 6, 2, 1, 7]",6
10508.png,"(1622, 626)","[[735, 276, 18, 19], [734, 276, 21, 19]]","[342, 399]","[2, 2]",2
10509.png,"(1622, 626)","[[806, 297, 13, 10], [807, 295, 13, 12], [807, 296, 13, 11], [807, 296, 13, 11]]","[130, 156, 143, 143]","[6, 6, 6, 6]",4
10511.png,"(1622, 626)","[[530, 434, 5, 5], [529, 439, 5, 5]]","[25, 25]","[1, 7]",2
10515.png,"(1622, 626)","[[1227, 336, 32, 25], [1228, 337, 30, 24]]","[800, 720]","[6, 6]",2
10519.png,"(1622, 626)","[[1567, 93, 17, 11], [1563, 105, 16, 13], [1517, 39, 18, 12], [1512, 53, 18, 12], [1533, 52, 18, 11], [1537, 37, 19, 12], [1557, 37, 19, 11], [1580, 35, 19, 12], [1575, 50, 18, 12], [1553, 51, 18, 12], [1563, 106, 17, 12], [1567, 93, 16, 11], [1574, 50, 18, 12], [1579, 35, 18, 12], [1557, 36, 19, 12], [1538, 37, 17, 12], [1517, 39, 17, 12], [1513, 53, 17, 11], [1533, 52, 17, 12], [1553, 51, 19, 12]]","[187, 208, 216, 216, 198, 228, 209, 228, 216, 216, 204, 176, 216, 216, 228, 204, 204, 187, 204, 228]","[6, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 6, 5, 5, 5, 5, 5, 5, 5, 5]",20
10522.png,"(1622, 626)","[[390, 262, 11, 10], [389, 273, 14, 12], [390, 262, 11, 10], [389, 274, 13, 11]]","[110, 168, 110, 143]","[1, 7, 1, 7]",4
10523.png,"(1622, 626)","[[673, 403, 7, 7], [673, 411, 8, 7]]","[49, 56]","[2, 5]",2
10524.png,"(1622, 626)","[[880, 417, 13, 14], [880, 418, 12, 13]]","[182, 156]","[1, 1]",2
10526.png,"(1622, 626)","[[861, 211, 19, 20], [859, 210, 22, 22]]","[380, 484]","[2, 3]",2
10527.png,"(1622, 626)","[[779, 272, 17, 16], [779, 272, 16, 16], [779, 273, 15, 15]]","[272, 256, 225]","[6, 6, 6]",3
10528.png,"(1622, 626)","[[1083, 344, 28, 34], [1085, 348, 24, 29]]","[952, 696]","[6, 6]",2
10529.png,"(1622, 626)","[[666, 546, 9, 9], [666, 546, 10, 9]]","[81, 90]","[5, 5]",2
10530.png,"(1622, 626)","[[646, 511, 12, 11], [646, 524, 11, 11], [755, 531, 5, 5], [647, 512, 10, 10], [646, 524, 11, 10], [754, 531, 6, 5]]","[132, 121, 25, 100, 110, 30]","[1, 7, 6, 1, 7, 6]",6
10531.png,"(1622, 626)","[[1083, 299, 61, 74], [1081, 297, 64, 78]]","[4514, 4992]","[6, 6]",2
10532.png,"(1622, 626)","[[1455, 182, 87, 101]]",[8787],[6],1
10533.png,"(1622, 626)","[[718, 308, 6, 6]]",[36],[6],1
10538.png,"(1622, 626)","[[670, 87, 28, 32], [668, 123, 28, 33], [669, 87, 27, 31], [669, 124, 27, 31]]","[896, 924, 837, 837]","[4, 5, 4, 5]",4
10541.png,"(1622, 626)","[[437, 191, 21, 25]]",[525],[5],1
10544.png,"(1622, 626)","[[850, 167, 22, 20], [850, 168, 23, 20]]","[440, 460]","[6, 6]",2
10546.png,"(1622, 626)","[[735, 163, 22, 19], [622, 189, 6, 5], [652, 186, 8, 7]]","[418, 30, 56]","[6, 6, 6]",3
10547.png,"(1622, 626)","[[934, 313, 7, 6], [827, 314, 6, 6], [935, 312, 7, 6], [934, 312, 8, 7], [828, 314, 4, 5]]","[42, 36, 42, 56, 20]","[6, 1, 6, 6, 1]",5
10550.png,"(1622, 626)","[[478, 209, 16, 14], [647, 232, 26, 22], [646, 231, 28, 23], [478, 207, 17, 16]]","[224, 572, 644, 272]","[5, 6, 6, 5]",4
10555.png,"(1622, 626)","[[723, 419, 19, 17], [723, 420, 18, 16]]","[323, 288]","[6, 6]",2
10557.png,"(1622, 626)","[[905, 151, 21, 23], [932, 152, 22, 24], [960, 155, 21, 23]]","[483, 528, 483]","[4, 4, 4]",3
10573.png,"(1622, 626)","[[925, 421, 7, 7], [924, 421, 7, 6]]","[49, 42]","[1, 1]",2
10574.png,"(1622, 626)","[[900, 248, 26, 24], [900, 250, 26, 21]]","[624, 546]","[6, 6]",2
10581.png,"(1622, 626)","[[789, 73, 22, 23], [790, 97, 21, 23], [789, 74, 22, 23], [790, 97, 22, 22]]","[506, 483, 506, 484]","[1, 7, 1, 7]",4
10582.png,"(1622, 626)","[[1505, 229, 43, 28], [1505, 231, 43, 26]]","[1204, 1118]","[6, 6]",2
10583.png,"(1622, 626)","[[1519, 204, 100, 244], [1521, 216, 100, 233]]","[24400, 23300]","[6, 6]",2
10584.png,"(1622, 626)","[[718, 491, 7, 7], [717, 491, 8, 8]]","[49, 64]","[5, 5]",2
10591.png,"(1622, 626)","[[1008, 414, 22, 19], [1008, 413, 22, 19], [1009, 414, 20, 18]]","[418, 418, 360]","[6, 6, 6]",3
10593.png,"(1622, 626)","[[838, 402, 11, 12], [1029, 401, 9, 8]]","[132, 72]","[1, 4]",2
10594.png,"(1622, 626)","[[240, 175, 33, 29], [243, 206, 33, 30], [241, 176, 29, 28], [245, 207, 30, 28], [241, 177, 29, 27], [245, 206, 30, 28]]","[957, 990, 812, 840, 783, 840]","[1, 7, 1, 7, 1, 7]",6
10599.png,"(1622, 626)","[[708, 484, 22, 20], [708, 484, 23, 20]]","[440, 460]","[6, 6]",2
10600.png,"(1622, 626)","[[1094, 531, 32, 29]]",[928],[6],1
10601.png,"(1622, 626)","[[1245, 349, 19, 18], [1244, 351, 19, 14], [323, 317, 11, 11], [1245, 351, 16, 16], [323, 317, 11, 11], [1244, 352, 17, 14], [323, 318, 11, 11]]","[342, 266, 121, 256, 121, 238, 121]","[1, 1, 1, 1, 1, 1, 1]",7
10602.png,"(1622, 626)","[[672, 410, 30, 26]]",[780],[6],1
10603.png,"(1622, 626)","[[502, 463, 24, 23], [499, 487, 25, 24], [502, 464, 24, 22], [499, 488, 24, 23], [502, 464, 23, 22], [499, 488, 24, 23]]","[552, 600, 528, 552, 506, 552]","[1, 7, 1, 7, 1, 7]",6
10604.png,"(1622, 626)","[[830, 245, 18, 16]]",[288],[6],1
10610.png,"(1622, 626)","[[758, 426, 28, 23], [758, 424, 27, 27], [759, 426, 26, 23]]","[644, 729, 598]","[6, 6, 6]",3
10613.png,"(1622, 626)","[[985, 256, 19, 17]]",[323],[2],1
10614.png,"(1622, 626)","[[818, 71, 19, 23], [816, 96, 22, 21], [817, 72, 21, 23], [816, 96, 21, 22]]","[437, 462, 483, 462]","[1, 7, 1, 7]",4
10616.png,"(1622, 626)","[[605, 270, 14, 12], [606, 270, 12, 12]]","[168, 144]","[6, 6]",2
10617.png,"(1622, 626)","[[409, 284, 20, 15], [408, 299, 21, 18]]","[300, 378]","[1, 7]",2
10620.png,"(1622, 626)","[[965, 446, 17, 14], [965, 446, 15, 13], [966, 446, 14, 12], [966, 446, 13, 12]]","[238, 195, 168, 156]","[6, 6, 6, 6]",4
10626.png,"(1622, 626)","[[429, 236, 20, 18], [430, 255, 20, 16], [430, 237, 18, 17], [432, 256, 17, 15]]","[360, 320, 306, 255]","[1, 7, 1, 7]",4
10628.png,"(1622, 626)","[[422, 250, 28, 26], [421, 250, 28, 24], [421, 251, 28, 23]]","[728, 672, 644]","[6, 6, 6]",3
10629.png,"(1622, 626)","[[661, 260, 11, 11], [661, 272, 11, 11]]","[121, 121]","[1, 7]",2
10632.png,"(1622, 626)","[[1112, 422, 11, 9], [1113, 423, 11, 8]]","[99, 88]","[6, 6]",2
10635.png,"(1622, 626)","[[519, 472, 16, 16], [518, 489, 16, 16], [520, 472, 16, 15], [520, 489, 14, 15]]","[256, 256, 240, 210]","[1, 7, 1, 7]",4
10641.png,"(1622, 626)","[[1189, 357, 144, 139], [1196, 363, 129, 126]]","[20016, 16254]","[6, 6]",2
10650.png,"(1622, 626)","[[255, 268, 13, 8], [255, 277, 13, 9], [254, 267, 13, 9], [254, 277, 14, 8]]","[104, 117, 117, 112]","[1, 7, 1, 7]",4
10651.png,"(1622, 626)","[[802, 355, 10, 9], [824, 349, 10, 9]]","[90, 90]","[2, 6]",2
10653.png,"(1622, 626)","[[743, 387, 5, 4], [743, 393, 5, 5]]","[20, 25]","[1, 7]",2
10654.png,"(1622, 626)","[[971, 292, 18, 18], [970, 256, 18, 20], [972, 292, 16, 17], [971, 258, 17, 18], [970, 257, 18, 19], [970, 291, 19, 19]]","[324, 360, 272, 306, 342, 361]","[2, 2, 2, 2, 2, 2]",6
10656.png,"(1622, 626)","[[574, 232, 15, 14], [925, 264, 11, 11], [907, 272, 6, 5], [574, 232, 14, 14], [926, 264, 11, 10]]","[210, 121, 30, 196, 110]","[1, 2, 6, 1, 2]",5
10657.png,"(1622, 626)","[[1189, 241, 58, 54], [1190, 298, 52, 46], [1190, 243, 56, 51], [1193, 300, 45, 42], [1188, 241, 58, 53], [1188, 298, 53, 46]]","[3132, 2392, 2856, 1890, 3074, 2438]","[2, 6, 2, 6, 2, 6]",6
10658.png,"(1622, 626)","[[862, 183, 34, 37], [863, 181, 34, 37], [864, 183, 31, 34]]","[1258, 1258, 1054]","[7, 7, 7]",3
10659.png,"(1622, 626)","[[608, 428, 13, 11]]",[143],[6],1
10661.png,"(1622, 626)","[[724, 426, 9, 8], [724, 424, 9, 9]]","[72, 81]","[6, 6]",2
10663.png,"(1622, 626)","[[1192, 145, 78, 71], [1190, 139, 81, 81]]","[5538, 6561]","[2, 2]",2
10669.png,"(1622, 626)","[[900, 317, 11, 9], [900, 317, 10, 8]]","[99, 80]","[6, 6]",2
10670.png,"(1622, 626)","[[931, 339, 26, 24]]",[624],[3],1
10674.png,"(1622, 626)","[[1587, 71, 26, 15], [1588, 71, 22, 14], [1587, 71, 23, 15]]","[390, 308, 345]","[6, 6, 6]",3
10675.png,"(1622, 626)","[[1399, 329, 39, 29], [1444, 319, 46, 33], [149, 465, 15, 13], [144, 480, 16, 16], [1399, 329, 40, 30], [1446, 322, 44, 31], [149, 464, 15, 12], [145, 479, 15, 13]]","[1131, 1518, 195, 256, 1200, 1364, 180, 195]","[5, 5, 1, 7, 5, 5, 1, 7]",8
10677.png,"(1622, 626)","[[939, 156, 60, 67]]",[4020],[6],1
10685.png,"(1622, 626)","[[526, 275, 28, 26]]",[728],[1],1
10686.png,"(1622, 626)","[[993, 410, 27, 21]]",[567],[6],1
10689.png,"(1622, 626)","[[836, 135, 21, 21], [836, 136, 20, 21]]","[441, 420]","[3, 3]",2
10692.png,"(1622, 626)","[[602, 224, 26, 26], [602, 251, 25, 23]]","[676, 575]","[1, 7]",2
10694.png,"(1622, 626)","[[928, 340, 11, 10], [1169, 323, 52, 42]]","[110, 2184]","[6, 6]",2
10695.png,"(1622, 626)","[[951, 290, 17, 17]]",[289],[2],1
10696.png,"(1622, 626)","[[555, 241, 9, 7], [555, 249, 9, 8], [754, 238, 15, 13], [755, 239, 13, 11], [555, 241, 7, 6], [555, 249, 9, 8], [1529, 108, 92, 131]]","[63, 72, 195, 143, 42, 72, 12052]","[1, 7, 6, 6, 1, 7, 6]",7
10697.png,"(1622, 626)","[[732, 475, 9, 9], [733, 474, 8, 9]]","[81, 72]","[1, 1]",2
10700.png,"(1622, 626)","[[844, 339, 16, 14]]",[224],[6],1
10706.png,"(1622, 626)","[[979, 243, 24, 22], [979, 245, 24, 20], [977, 245, 26, 21]]","[528, 480, 546]","[6, 6, 6]",3
10707.png,"(1622, 626)","[[986, 345, 26, 25], [986, 345, 25, 25]]","[650, 625]","[2, 2]",2
10709.png,"(1622, 626)","[[610, 350, 19, 18]]",[342],[1],1
10710.png,"(1622, 626)","[[773, 379, 14, 13], [773, 380, 14, 12], [774, 380, 13, 11]]","[182, 168, 143]","[6, 6, 6]",3
10711.png,"(1622, 626)","[[427, 405, 12, 11], [426, 416, 12, 11]]","[132, 132]","[1, 7]",2
10713.png,"(1622, 626)","[[544, 251, 15, 14], [545, 252, 13, 12], [545, 252, 14, 13], [545, 252, 14, 13]]","[210, 156, 182, 182]","[2, 2, 2, 2]",4
10718.png,"(1622, 626)","[[913, 395, 12, 12], [917, 438, 15, 14], [919, 423, 13, 13], [913, 409, 12, 12], [1307, 469, 13, 10], [919, 438, 11, 12], [913, 409, 11, 12], [913, 397, 12, 11], [919, 423, 12, 13], [1307, 470, 10, 10]]","[144, 210, 169, 144, 130, 132, 132, 132, 156, 100]","[2, 4, 5, 5, 2, 4, 4, 2, 5, 2]",10
10720.png,"(1622, 626)","[[981, 346, 27, 22], [981, 347, 25, 22]]","[594, 550]","[6, 6]",2
10721.png,"(1622, 626)","[[653, 252, 9, 9], [666, 253, 5, 5], [664, 246, 6, 6], [680, 257, 5, 4], [580, 254, 6, 7], [580, 261, 6, 6], [755, 253, 8, 8], [743, 252, 5, 5], [742, 245, 7, 6]]","[81, 25, 36, 20, 42, 36, 64, 25, 42]","[3, 2, 5, 5, 1, 7, 3, 2, 4]",9
10722.png,"(1622, 626)","[[500, 244, 7, 7], [500, 252, 7, 6], [499, 245, 7, 6], [500, 253, 7, 6]]","[49, 42, 42, 42]","[1, 7, 1, 7]",4
10725.png,"(1622, 626)","[[1073, 295, 27, 25]]",[675],[6],1
10727.png,"(1622, 626)","[[495, 299, 27, 25], [496, 299, 26, 24]]","[675, 624]","[1, 1]",2
10728.png,"(1622, 626)","[[870, 404, 17, 19], [1177, 394, 16, 16], [1195, 395, 18, 15]]","[323, 256, 270]","[1, 5, 4]",3
10730.png,"(1622, 626)","[[868, 218, 9, 9], [828, 228, 7, 7], [868, 219, 9, 9], [828, 229, 6, 6]]","[81, 49, 81, 36]","[5, 2, 5, 2]",4
10736.png,"(1622, 626)","[[544, 265, 13, 11], [545, 250, 13, 14], [569, 228, 10, 11], [568, 240, 10, 8], [700, 271, 8, 8], [688, 281, 5, 5], [545, 265, 13, 10], [544, 250, 14, 13], [569, 228, 9, 10], [568, 239, 10, 10], [688, 280, 5, 5], [700, 271, 8, 8]]","[143, 182, 110, 80, 64, 25, 130, 182, 90, 100, 25, 64]","[4, 5, 2, 4, 5, 2, 4, 5, 2, 4, 2, 5]",12
10740.png,"(1622, 626)","[[762, 149, 26, 23], [430, 165, 7, 7], [432, 172, 7, 7]]","[598, 49, 49]","[6, 1, 7]",3
10741.png,"(1622, 626)","[[333, 111, 36, 39], [478, 121, 35, 37], [610, 129, 30, 36], [610, 132, 30, 31], [479, 124, 32, 33], [333, 114, 37, 34]]","[1404, 1295, 1080, 930, 1056, 1258]","[5, 5, 5, 5, 5, 5]",6
10744.png,"(1622, 626)","[[1337, 94, 9, 6], [1336, 102, 7, 6], [1335, 93, 9, 8], [1335, 102, 9, 8]]","[54, 42, 72, 72]","[1, 7, 1, 7]",4
10746.png,"(1622, 626)","[[876, 292, 18, 16], [835, 295, 10, 8], [876, 292, 18, 16], [835, 295, 9, 8]]","[288, 80, 288, 72]","[6, 6, 6, 6]",4
10747.png,"(1622, 626)","[[1180, 242, 29, 22], [1181, 242, 27, 22]]","[638, 594]","[6, 6]",2
10748.png,"(1622, 626)","[[895, 284, 26, 25], [894, 284, 28, 26]]","[650, 728]","[6, 6]",2
10750.png,"(1622, 626)","[[1378, 151, 12, 11], [1379, 152, 10, 9]]","[132, 90]","[2, 2]",2
10751.png,"(1622, 626)","[[1367, 346, 20, 19], [586, 314, 10, 9]]","[380, 90]","[6, 5]",2
10752.png,"(1622, 626)","[[654, 294, 12, 12], [654, 295, 11, 11], [654, 309, 10, 8]]","[144, 121, 80]","[2, 2, 6]",3
10753.png,"(1622, 626)","[[694, 271, 10, 9], [693, 281, 10, 10], [694, 271, 9, 9], [694, 282, 9, 9], [694, 271, 10, 10], [694, 281, 9, 10]]","[90, 100, 81, 81, 100, 90]","[1, 7, 1, 7, 1, 7]",6
10754.png,"(1622, 626)","[[759, 356, 11, 11], [759, 357, 11, 10]]","[121, 110]","[6, 6]",2
10755.png,"(1622, 626)","[[966, 253, 12, 11]]",[132],[6],1
10756.png,"(1622, 626)","[[580, 310, 13, 10], [581, 312, 10, 9]]","[130, 90]","[6, 6]",2
10759.png,"(1622, 626)","[[819, 386, 8, 9], [817, 396, 9, 7]]","[72, 63]","[1, 7]",2
10761.png,"(1622, 626)","[[966, 483, 23, 21], [965, 507, 22, 20], [965, 508, 22, 19], [964, 484, 22, 20]]","[483, 440, 418, 440]","[6, 6, 6, 6]",4
10763.png,"(1622, 626)","[[1274, 345, 61, 45]]",[2745],[6],1
10767.png,"(1622, 626)","[[1448, 117, 81, 81], [751, 209, 21, 26], [1450, 118, 77, 79], [752, 211, 18, 25]]","[6561, 546, 6083, 450]","[1, 2, 1, 2]",4
10770.png,"(1622, 626)","[[998, 331, 48, 49], [997, 333, 48, 47], [829, 360, 13, 12]]","[2352, 2256, 156]","[2, 2, 6]",3
10771.png,"(1622, 626)","[[1429, 289, 16, 12], [1429, 313, 18, 11]]","[192, 198]","[2, 2]",2
10772.png,"(1622, 626)","[[987, 249, 17, 15], [945, 251, 7, 8], [987, 250, 17, 15], [945, 253, 6, 6]]","[255, 56, 255, 36]","[6, 6, 6, 6]",4
10775.png,"(1622, 626)","[[569, 450, 12, 9], [569, 451, 10, 9]]","[108, 90]","[6, 6]",2
10778.png,"(1622, 626)","[[671, 191, 8, 9], [671, 200, 8, 8], [671, 192, 8, 8], [672, 201, 8, 7], [671, 192, 8, 8], [671, 201, 8, 8]]","[72, 64, 64, 56, 64, 64]","[1, 7, 1, 7, 1, 7]",6
